Question,Tag
Given two three bit numbers a_ 2 a_ 1 a_ 0  and b_ 2 b_ 1 b_ 0  and c  the carry in the function  that represents the  carry  generate function when these two numbers are added  is  a_ 2 b_ 2 a_ 2 a_ 1 b_ 1 a_ 2 a_ 1 a_ 0 b_ 0 a_ 2 a_ 0 b_ 1 b_ 0 a_ 1 b_ 2 b_ 1 a_ 1 a_ 0 b_ 2 b_ 0 a_ 0 b_ 2 b_ 1 b_ 0 a_ 2 b_ 2 a_ 2 b_ 1 b_ 0 a_ 2 a_ 1 b_ 1 b_ 0 a_ 1 a_ 0 b_ 2 b_ 1 a_ 1 a_ 0 b_ 2 a_ 1 a_ 0 b_ 2 b_ 0 a_ 2 a_ 0 b_ 1 b_ 0 a_ 2 b_ 2 a_ 2 oplus b_ 2 a_ 1 b_ 1 a_ 1 oplus b_ 1 a_ 0 b_ 0 a_ 2 b_ 2 overline a_ 2 a_ 1 b_ 1 overline a_ 2 a_ 1 a_ 0 b_ 0 overline a_ 2 a_ 0 overline b_ 1 b_ 0 a_ 1 overline b_ 2 b_ 1 overline a_ 1 a_ 0 overline b_ 2 b_ 0 a_ 0 overline b_ 2 b_ 1 b_ 0 ,Carry Generator
The logic expression for the output of the circuit shown in figure below is overline AC overline BC CD A overline C B overline C CD ABC overline C overline D overline A overline B overline B  overline C CD ,Circuit Output
The following arrangement of master slave flip flops                has the initial state of P Q as 0 1 respectively After a clock cycle the output state P Q is respectively 1 0 1 1 0 0 0 1  ,Circuit Output
Multiple choices can be correct Mark all of them For the initial state of 000 the function performed by the arrangement of the J K flip flops in figure is Shift Register Mod 3 Counter Mod 6 Counter Mod 2 Counter None of the above ,Circuit Output
Find the contents of the flip flop Q_2 Q_1 and Q_0 in the circuit of figure after giving four clock pulses to the clock terminal Assume Q_2Q_1Q_0 000 initially  ,Circuit Output
Consider the partial implementation of a 2 bit counter using T flip flops following the sequence 0 2 3 1 0 as shown below    To complete the circuit the input X should be Q_2 c Q_2 Q_1 left Q_1 Q_2 right c Q_1 oplus Q_2 ,Circuit Output
Consider the following multiplexer where 10 11 12 13 are four data input lines selected by two address line combinations A1A0 00 01 10 11 respectively and f is the output of the multiplexor EN is the Enable input   The function f x y z implemented by the above circuit is  xyz xy z x y None of the above ,Circuit Output
Consider the following circuit with initial state Q_0 Q_1 0 The D Flip flops are positive edged triggered and have set up times 20 nanosecond and hold times 0 Consider the following timing diagrams of X and C The clock period of C geq 40 nanosecond Which one is the correct plot of Y   ,Circuit Output
Consider the following circuit involving a positive edge triggered D FF Consider the following timing diagram Let A_ i represents the logic level on the line a in the i th clock period Let A represent the compliment of A The correct output sequence on Y over the clock periods 1 through 5 is A_ 0 A_ 1 A_ 1 A_ 3 A_ 4 A_ 0 A_ 1 A_ 2 A_ 3 A_ 4 A_ 1 A_ 2 A_ 2 A_ 3 A_ 4 A_ 1 A_ 2 A_ 3 A_ 4 A_ 5 ,Circuit Output
Consider the following circuit    The flip flops are positive edge triggered D FFs Each state is designated as a two bit string Q_0Q_1 Let the initial state be 00 The state transition sequence is  ,Circuit Output
Consider the circuit shown below In a certain steady state the line Y is at 1 What are the possible values of A B and C in this state  A 0 B 0 C 1 A 0 B 1 C 1 A 1 B 0 C 1 A 1 B 1 C 1 ,Circuit Output
Consider the circuit in figure f implements overline A overline B C overline A B overline C ABC A B C A oplus B oplus C AB BC CA ,Circuit Output
Consider the circuit in Fig 2 21 which has a four bit binary number b_3b_2b_1b_0 as input and a five bit binary number d_4d_3d_2d_1d_0 as output         Binary to Hex conversion Binary to BCD conversion Binary to grey code conversion Binary to radix 12 conversion ,Circuit Output
Consider a logic circuit shown in figure below The functions f_1 f_2 ext and f in canonical sum of products form in decimal notation are f_1 w x y z sum 8 9 10 f_2 w x y z sum 7 8 12 13 14 15 f w x y z sum 8 9 The function f_3 is sum 9 10 sum 9 sum 1 8 9 sum 8 10 15 ,Circuit Output
Analyse the circuit in Fig below and complete the following table a b Q_n 0 0  0 1  1 0  1 1   ,Circuit Output
A two way switch has three terminals a b and c In ON position logic value 1 a is connected to b and in OFF position a is connected to c Two of these two way switches S1 and S2 are connected to a bulb as shown below Which of the following expressions if true will always result in the lighting of the bulb S1 overline S2  S1 S2 overline S1 oplus S2 S1 oplus S2 ,Circuit Output
At what time between 6 a m and 7 a m will the minute hand and hour hand of a clock make an angle closest to 60 u00b0 6 22 a m 6 27 a m 6 38 a m 6 45 a m ,Clock Time
Let L_1 L_2 be any two context free languages and R be any regular language Then which of the following is are CORRECT L_1 cup L_2 is context free overline L_1 is context free L_1 R is context free L_1 cap L_2 is context free I II and IV only I and III only II and IV only I only ,Closure Property
Let L be a context free language and M a regular language Then the language L u2229 M is always regular never regular always a deterministic context free language always a context free language ,Closure Property
Context free languages and regular languages are both closed under the operation s of Union Intersection Concatenation Complementation ,Closure Property
Consider the following types of languages L_ 1 Regular L_ 2 Context free L_ 3 Recursive L_ 4 Recursively enumerable Which of the following is are TRUE bar L_ 3  cup L_ 4 is recursively enumerable bar L_ 2 cup L_ 3 is recursive L  _ 1  cap L_ 2 is context free L_ 1 cup bar L_ 2 is context free  I only I and III only I and IV only I II and III only   ,Closure Property
 Which of the following statements is FALSE The intersection of a context free language with a regular language is context free The intersection of two regular languages is regular The intersection of two context free languages is context free The intersection of a context free language and the complement of a regular language is context free The intersection of a regular language and the complement of a regular language is regular ,Closure Property
Choose the correct alternatives more than one may be correct and write the corresponding letters only Which of the following is an example of a spooled device The terminal used to input data for a program being executed The secondary memory device in a virtual memory system A line printer used to print the output of a number of jobs None of the above ,Computer Peripherals
The following two functions P1 and P2 that share a variable B with an initial value of 2 execute concurrently P1 C B 1 B 2 C P2 D 2 B B D 1 The number of distinct values that B can possibly take after the execution is______________________ ,Concurrency
Consider the following functions f and g  f x x 50 y y 50  g a a x a a y  Suppose we start with initial values of 100 for x 200 for y and 0 for a and then execute f and g in parallel u2014that is at each step we either execute one statement from f or one statement from g Which of the following is not a possible final value of a 300 250 350 200 ,Concurrency
Consider the following database schedule with two transactions T_ 1 and T_ 2 S r_ 2 left X right r_ 1 left X right r_ 2 left Y right w_ 1 left X right r_ 1 left Y right w_ 2 left X right a_ 1 a_ 2 Where r_ i Z denotes a read operation by transaction T_ i on a variable Z w_ i Z denotes a write operation by T_ i on a variable Z and a_ i denotes an abort by transaction T_ i Which one of the following statements about the above schedule is TRUE S is non recoverable S is recoverable but has a cascading abort S does not have a cascading abort S is strict   ,Concurrency
Consider the concurrent program  x 1 cobegin  x x x 1 x x 2 coend Reading and writing of a variable is atomic but evaluation of an expression is not atomic The set of possible values of variable x at the end of execution of the program is left 3 right left 7 right left 3 5 7 right left 3 7 right left 3 5 right ,Concurrency
Suppose that a shop has an equal number of LED bulbs of two different types The probability of an LED bulb lasting more than 100 hours given that it is of Type 1 is 0 7 and given that it is of Type 2 is 0 4 The probability that an LED bulb chosen uniformly at random lasts more than 100 hours is _________ ,Conditional Probability
